b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,38:17:c3:1f:01:82,38:17:c3:1f:01:80,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:25:e2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,80:8d:b7:55:35:03,80:8d:b7:55:35:02,38:17:c3:19:d7:71,38:17:c3:19:d7:70,38:17:c3:19:d7:61,38:17:c3:19:d7:60,b0:be:76:f8:30:5e,20:a6:cd:50:24:a2,80:8d:b7:55:3a:50,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:25:f2,38:17:c3:1f:01:92,80:8d:b7:55:25:f3,ac:e2:d3:c4:08:e6,38:17:c3:1f:01:91,44:48:c1:a5:82:31,44:48:c1:a5:82:30,38:17:c3:1e:ff:11,38:17:c3:1f:01:90,44:48:c1:a5:82:32,38:17:c3:1e:ff:10,00:4e:35:df:06:42,00:4e:35:df:06:52,20:a6:cd:50:24:b0,80:8d:b7:55:39:d1,38:17:c3:1f:01:81,38:17:c3:19:d7:72,80:8d:b7:55:35:01,80:8d:b7:55:35:00,38:17:c3:19:d7:62,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1e:ff:12,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:41,44:48:c1:a5:82:21,44:48:c1:a5:82:22,44:48:c1:a5:82:20,00:4e:35:df:06:40,80:8d:b7:55:25:e3,80:8d:b7:55:3a:40,20:a6:cd:50:24:a0,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,72:32:b1:3e:1a:b8,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:19:45:b0,66:2a:2f:53:7c:99,20:a6:cd:50:24:a1,38:17:c3:19:45:a0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,00:4e:35:de:e1:12,38:17:c3:19:71:90,38:17:c3:19:55:50,00:4e:35:de:e1:10,38:17:c3:19:55:52,38:17:c3:1f:22:30,68:ff:7b:e4:af:39,38:17:c3:19:55:51,00:4e:35:de:e1:11,b4:5d:50:e1:92:32,00:4e:35:de:e1:02,b4:5d:50:e1:92:31,b4:5d:50:e1:92:33,72:32:b1:3e:1a:b7,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,b4:5d:50:e1:92:30,38:17:c3:1f:08:50,60:32:b1:3e:1a:b7,38:17:c3:1f:08:51,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:51,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:50,00:4e:35:de:e1:01,00:4e:35:de:e1:00,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:de:d7:41,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1f:08:52,a8:bd:27:4c:bd:21,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:1f:22:31,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:19:71:91,38:17:c3:1f:22:20,00:4e:35:df:0e:12,38:17:c3:19:36:30,38:17:c3:19:55:41,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,a8:bd:27:4c:bd:20,38:17:c3:19:71:92,00:4e:35:df:0e:10,38:17:c3:1f:08:42,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:22,00:4e:35:df:0e:00,00:4e:35:df:0e:11,00:4e:35:df:0e:02,38:17:c3:19:45:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:58:a2,38:17:c3:24:4f:10,38:17:c3:24:58:b1,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,00:4e:35:de:d7:40,x,y,label
-40,-65,-69,-71,-70,-72,-71,-71,-83,-100,-73,-73,-63,-62,-61,-72,-72,-100,-65,-65,-71,-76,-100,-100,-100,-100,-71,-100,-74,-76,-76,-75,-77,-76,-90,-77,-86,-89,-67,-68,-100,-90,-67,-100,-83,-81,-90,-65,-84,-100,-77,-75,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-83,-61,-61,-61,-100,-76,-76,-100,-100,-100,-100,-100,-81,-81,-100,-93,-100,-100,-100,-100,-89,-100,-85,-100,-86,-100,-100,-86,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-43,-63,-69,-69,-70,-71,-71,-71,-83,-100,-73,-73,-60,-62,-61,-74,-73,-100,-65,-67,-72,-76,-86,-88,-100,-100,-75,-100,-73,-76,-76,-73,-73,-77,-90,-77,-100,-89,-68,-68,-100,-91,-68,-100,-80,-86,-100,-65,-84,-85,-77,-79,-100,-100,-87,-100,-100,-100,-100,-100,-75,-76,-81,-61,-61,-61,-81,-77,-77,-100,-100,-100,-100,-100,-87,-81,-100,-100,-100,-100,-100,-100,-90,-100,-87,-89,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-39,-65,-100,-69,-70,-71,-72,-71,-100,-100,-73,-74,-63,-63,-61,-74,-73,-100,-65,-65,-72,-75,-86,-87,-83,-84,-74,-100,-73,-76,-77,-73,-73,-76,-100,-75,-100,-100,-67,-67,-100,-91,-68,-90,-82,-85,-92,-65,-100,-87,-76,-76,-83,-100,-87,-100,-100,-100,-100,-90,-74,-74,-84,-60,-59,-61,-85,-77,-77,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-89,-100,-87,-88,-87,-100,-100,-86,-87,-84,-100,-84,-86,-89,-100,-100,-100,-85,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-39,-70,-100,-100,-70,-71,-72,-71,-100,-100,-74,-74,-63,-62,-63,-74,-74,-100,-65,-65,-72,-75,-87,-87,-83,-84,-75,-100,-73,-76,-77,-73,-73,-76,-100,-76,-85,-100,-67,-67,-100,-100,-67,-90,-84,-87,-91,-64,-100,-88,-76,-76,-82,-100,-87,-100,-100,-100,-100,-90,-74,-74,-84,-61,-60,-62,-85,-100,-75,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-89,-100,-100,-88,-100,-100,-100,-100,-88,-84,-100,-84,-85,-89,-100,-100,-100,-85,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-39,-71,-70,-70,-70,-71,-72,-72,-100,-100,-75,-74,-62,-62,-62,-74,-74,-100,-64,-63,-74,-74,-87,-87,-100,-100,-75,-100,-74,-76,-77,-73,-73,-76,-100,-75,-90,-100,-67,-67,-100,-89,-67,-91,-84,-84,-90,-64,-100,-87,-74,-74,-82,-100,-100,-100,-100,-100,-88,-100,-74,-74,-84,-60,-59,-60,-100,-100,-75,-100,-100,-100,-100,-89,-84,-84,-100,-100,-100,-100,-100,-100,-89,-100,-100,-87,-100,-100,-100,-100,-88,-100,-100,-84,-85,-100,-100,-100,-100,-100,-92,-100,-100,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-39,-60,-100,-100,-100,-73,-73,-73,-100,-100,-75,-74,-100,-100,-100,-75,-74,-100,-66,-66,-100,-80,-87,-86,-100,-100,-68,-100,-73,-82,-83,-74,-73,-82,-100,-82,-85,-100,-63,-64,-100,-100,-63,-91,-100,-82,-100,-67,-100,-87,-79,-79,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-61,-61,-100,-77,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-88,-100,-84,-100,-84,-100,-100,-84,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-39,-59,-100,-71,-100,-73,-73,-73,-100,-100,-75,-74,-64,-66,-66,-75,-74,-100,-66,-66,-100,-78,-87,-86,-100,-100,-67,-100,-73,-82,-83,-74,-73,-82,-100,-82,-84,-100,-61,-61,-100,-100,-61,-91,-78,-81,-100,-66,-100,-87,-78,-78,-86,-85,-85,-82,-83,-100,-100,-100,-73,-74,-79,-60,-61,-61,-100,-77,-73,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-86,-100,-84,-87,-84,-100,-100,-84,-87,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-39,-56,-100,-71,-73,-73,-73,-73,-100,-100,-75,-74,-64,-66,-66,-74,-74,-80,-66,-66,-100,-78,-87,-87,-100,-100,-67,-100,-73,-82,-83,-74,-74,-82,-100,-82,-100,-100,-62,-62,-100,-100,-62,-100,-78,-81,-100,-66,-100,-88,-78,-78,-86,-85,-85,-80,-80,-100,-100,-100,-73,-74,-79,-61,-61,-61,-100,-77,-73,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-86,-100,-84,-87,-84,-100,-100,-84,-86,-89,-100,-90,-90,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-39,-56,-72,-73,-73,-73,-73,-72,-100,-100,-75,-74,-67,-64,-67,-75,-74,-80,-66,-66,-100,-100,-87,-87,-100,-100,-67,-100,-73,-82,-83,-74,-74,-82,-100,-82,-100,-100,-62,-62,-100,-92,-62,-100,-78,-81,-100,-66,-100,-88,-100,-79,-86,-89,-100,-80,-80,-100,-100,-100,-73,-100,-79,-61,-61,-61,-79,-79,-73,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-85,-100,-100,-87,-84,-100,-100,-100,-86,-89,-100,-90,-89,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-38,-57,-72,-73,-73,-73,-74,-72,-100,-100,-74,-74,-65,-64,-64,-74,-74,-80,-65,-66,-80,-100,-87,-87,-100,-100,-67,-100,-73,-82,-83,-73,-73,-84,-100,-83,-84,-100,-62,-62,-100,-92,-62,-91,-78,-80,-100,-65,-100,-88,-79,-79,-100,-84,-100,-80,-80,-100,-100,-100,-74,-72,-79,-61,-61,-61,-78,-79,-100,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-83,-100,-100,-100,-88,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-38,-59,-72,-73,-73,-73,-74,-73,-100,-100,-74,-74,-65,-64,-64,-74,-74,-82,-65,-66,-80,-100,-88,-87,-100,-100,-68,-100,-73,-84,-84,-73,-73,-83,-100,-83,-86,-100,-62,-63,-100,-100,-62,-91,-78,-79,-100,-65,-100,-88,-79,-100,-100,-84,-87,-81,-80,-100,-100,-100,-73,-73,-100,-62,-61,-62,-78,-80,-73,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-89,-100,-100,-90,-83,-100,-100,-100,-88,-100,-100,-89,-90,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-37,-63,-100,-100,-100,-75,-75,-73,-100,-100,-74,-75,-69,-68,-68,-74,-74,-100,-65,-66,-79,-75,-86,-87,-100,-100,-69,-100,-72,-84,-100,-71,-72,-100,-100,-100,-87,-100,-69,-69,-100,-100,-68,-100,-74,-79,-100,-66,-100,-87,-75,-77,-100,-90,-100,-100,-100,-100,-100,-100,-70,-71,-75,-61,-60,-60,-75,-79,-72,-100,-100,-100,-100,-100,-80,-78,-100,-92,-100,-100,-100,-100,-82,-100,-83,-83,-83,-100,-100,-82,-82,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-37,-72,-100,-100,-100,-75,-75,-73,-100,-100,-74,-74,-68,-68,-68,-74,-74,-80,-65,-65,-75,-76,-85,-85,-100,-100,-66,-100,-70,-83,-83,-71,-71,-83,-100,-81,-86,-100,-69,-69,-100,-100,-69,-100,-75,-77,-100,-65,-100,-84,-75,-76,-100,-90,-100,-100,-100,-100,-100,-100,-70,-71,-75,-59,-59,-59,-75,-77,-70,-100,-100,-100,-100,-100,-77,-78,-100,-88,-100,-100,-100,-100,-81,-92,-84,-80,-84,-100,-100,-82,-80,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-89,-88,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-35,-65,-75,-100,-100,-75,-75,-74,-100,-100,-74,-74,-68,-68,-68,-74,-74,-80,-65,-66,-75,-76,-86,-85,-100,-100,-67,-100,-70,-82,-82,-71,-71,-83,-100,-81,-100,-100,-69,-69,-100,-100,-69,-100,-74,-80,-100,-65,-100,-86,-100,-76,-100,-85,-100,-100,-100,-100,-100,-100,-68,-68,-75,-59,-59,-59,-75,-77,-69,-100,-100,-100,-100,-100,-77,-78,-100,-88,-100,-100,-100,-100,-84,-90,-84,-84,-84,-100,-100,-100,-84,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-88,-92,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-36,-63,-75,-100,-100,-75,-75,-75,-100,-100,-74,-73,-68,-67,-68,-74,-73,-81,-65,-66,-76,-77,-86,-86,-100,-100,-70,-100,-73,-81,-82,-72,-72,-83,-100,-81,-100,-100,-69,-70,-100,-100,-69,-100,-74,-80,-100,-65,-100,-86,-76,-100,-100,-86,-100,-79,-100,-100,-100,-100,-68,-68,-72,-60,-59,-60,-74,-100,-68,-100,-100,-100,-100,-100,-80,-80,-100,-88,-100,-100,-100,-100,-84,-90,-85,-84,-85,-100,-100,-100,-84,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-48,-67,-75,-77,-76,-75,-75,-75,-100,-100,-74,-73,-100,-67,-68,-74,-74,-81,-65,-66,-76,-76,-87,-87,-100,-100,-70,-100,-73,-81,-85,-72,-72,-83,-100,-82,-100,-100,-69,-69,-100,-100,-69,-100,-73,-77,-100,-66,-100,-86,-75,-76,-100,-86,-100,-79,-100,-100,-100,-100,-100,-69,-72,-60,-59,-60,-73,-77,-67,-100,-100,-100,-100,-100,-78,-78,-100,-88,-100,-100,-100,-100,-81,-89,-85,-84,-85,-100,-100,-100,-81,-87,-100,-86,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-40,-64,-75,-77,-76,-75,-76,-75,-100,-100,-72,-72,-71,-69,-71,-73,-73,-100,-66,-66,-75,-76,-87,-86,-100,-100,-70,-100,-71,-84,-84,-71,-71,-83,-100,-84,-100,-100,-69,-69,-100,-100,-68,-100,-73,-76,-100,-66,-100,-86,-75,-76,-100,-87,-86,-100,-100,-100,-100,-100,-68,-68,-73,-60,-60,-59,-73,-77,-67,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-81,-89,-100,-100,-100,-100,-100,-100,-81,-87,-100,-87,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-90,-89,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-34,-64,-100,-79,-100,-100,-82,-100,-100,-100,-72,-72,-64,-61,-63,-72,-72,-100,-66,-66,-78,-78,-100,-100,-100,-85,-71,-100,-68,-84,-83,-69,-68,-83,-90,-84,-81,-90,-67,-67,-100,-91,-67,-100,-77,-79,-100,-66,-100,-100,-100,-100,-85,-86,-100,-100,-77,-100,-100,-100,-69,-72,-100,-66,-65,-64,-100,-100,-70,-100,-100,-100,-100,-100,-80,-79,-100,-85,-100,-100,-100,-100,-80,-100,-100,-81,-86,-100,-100,-100,-100,-90,-83,-88,-92,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-82,-81,-81,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-35,-67,-100,-79,-100,-78,-78,-79,-100,-100,-72,-72,-64,-64,-64,-72,-72,-78,-68,-69,-74,-76,-100,-100,-100,-85,-72,-100,-67,-83,-83,-66,-66,-83,-90,-84,-100,-90,-66,-66,-100,-89,-66,-100,-77,-79,-100,-68,-100,-100,-78,-78,-85,-88,-100,-77,-77,-100,-100,-100,-70,-70,-77,-67,-65,-67,-100,-77,-70,-100,-100,-100,-100,-100,-78,-79,-100,-85,-100,-100,-100,-100,-80,-100,-100,-81,-86,-100,-100,-100,-81,-89,-87,-88,-88,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-82,-82,-81,-81,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-51,-65,-100,-100,-100,-78,-79,-78,-100,-100,-72,-71,-65,-64,-64,-71,-72,-78,-68,-68,-74,-75,-92,-92,-100,-100,-77,-100,-66,-83,-83,-66,-66,-82,-100,-83,-85,-100,-64,-64,-100,-89,-65,-100,-77,-79,-100,-68,-100,-90,-75,-76,-85,-88,-100,-77,-77,-100,-100,-100,-72,-71,-78,-63,-63,-63,-78,-76,-100,-100,-100,-100,-100,-100,-80,-80,-100,-81,-100,-100,-100,-100,-80,-100,-88,-81,-88,-100,-100,-89,-80,-89,-87,-88,-88,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-82,-82,-81,-82,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-37,-65,-100,-82,-100,-78,-79,-78,-100,-100,-72,-71,-64,-64,-64,-71,-72,-100,-67,-68,-74,-75,-92,-88,-100,-100,-73,-100,-66,-83,-83,-66,-66,-83,-100,-83,-100,-100,-64,-65,-100,-100,-65,-100,-77,-78,-100,-67,-100,-90,-75,-74,-85,-92,-100,-100,-100,-100,-100,-100,-72,-71,-76,-63,-63,-64,-77,-78,-73,-100,-100,-100,-100,-100,-79,-79,-100,-83,-100,-100,-100,-100,-78,-100,-87,-78,-88,-100,-100,-89,-78,-100,-88,-88,-88,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-83,-83,-82,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-33,-64,-100,-82,-100,-78,-78,-78,-100,-100,-72,-71,-61,-62,-61,-71,-71,-100,-68,-68,-74,-75,-100,-90,-100,-100,-73,-100,-100,-84,-83,-100,-100,-82,-100,-83,-84,-100,-64,-65,-100,-90,-65,-100,-77,-78,-100,-68,-100,-100,-75,-74,-100,-88,-100,-100,-100,-100,-100,-100,-68,-68,-76,-63,-64,-63,-75,-82,-73,-100,-100,-100,-100,-100,-79,-78,-100,-83,-100,-100,-100,-100,-80,-100,-87,-80,-88,-100,-100,-89,-79,-100,-88,-88,-88,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-84,-83,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-47,-67,-100,-100,-100,-78,-78,-78,-100,-100,-71,-71,-62,-62,-62,-71,-71,-80,-68,-68,-75,-76,-100,-90,-100,-100,-75,-100,-67,-84,-83,-67,-67,-83,-100,-83,-86,-100,-65,-65,-100,-87,-65,-100,-100,-78,-100,-68,-100,-100,-75,-76,-100,-88,-100,-80,-100,-100,-100,-100,-68,-68,-76,-65,-64,-65,-75,-82,-100,-100,-100,-100,-100,-100,-79,-78,-100,-83,-100,-100,-100,-100,-80,-100,-100,-79,-100,-100,-100,-100,-79,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-89,-100,-100,-100,-81,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
